customer_id,first_name,last_name,email,age,gender,city,state,signup_date,customer_segment,loyalty_tier
CUST00987,Nancy,Lee,daniel.perez482@email.com,56,F,Los Angeles,NC,2021-05-12,Unknown,Platinum
CUST00988,Thomas,Moore,lisa.clark297@email.com,32,F,Austin,TX,2022-06-30,Unknown,Silver
CUST00989,David,Miller,linda.johnson230@email.com,50,M,Philadelphia,TX,2024-03-01,Unknown,Platinum
CUST00990,David,Williams,susan.davis378@email.com,40,M,Jacksonville,AZ,2024-05-20,Unknown,Bronze
CUST00991,Emily,Gonzalez,nancy.jones105@email.com,70,M,Austin,CA,2024-08-10,Unknown,Bronze
CUST00992,Michael,Anderson,john.rodriguez330@email.com,58,F,San Jose,CA,2020-05-24,Unknown,Bronze
CUST00993,Daniel,Martin,matthew.brown867@email.com,51,M,San Jose,NY,2022-08-05,Unknown,Silver
CUST00994,Matthew,Jackson,margaret.martinez943@email.com,34,F,Charlotte,PA,2024-03-21,Unknown,Gold
CUST00995,David,Williams,james.wilson550@email.com,42,M,Philadelphia,TX,2020-03-22,Unknown,Bronze
CUST00996,Daniel,Brown,mary.gonzalez913@email.com,73,M,Chicago,CA,2022-09-06,Unknown,Platinum
CUST00997,David,Jones,linda.williams450@email.com,59,M,New York,CA,2024-07-16,Unknown,Bronze
CUST00998,Jennifer,Smith,james.lewis681@email.com,23,F,San Antonio,NC,2023-04-05,Unknown,Silver
CUST00999,Jennifer,Brown,michael.lewis274@email.com,48,F,San Jose,CA,2024-11-07,Unknown,Gold
CUST01000,Charles,Lopez,elizabeth.anderson270@email.com,22,F,Phoenix,TX,2023-02-02,Unknown,Bronze
CUST01001,Thomas,Ramirez,jane.taylor310@email.com,57,M,Jacksonville,AZ,2021-05-02,Unknown,Bronze
CUST01002,Daniel,Clark,karen.davis682@email.com,57,M,Jacksonville,CA,2024-11-08,Unknown,Bronze
CUST01003,Patricia,White,karen.moore414@email.com,47,F,San Jose,TX,2023-08-26,Unknown,Bronze
CUST01004,William,Martinez,anthony.lewis19@email.com,22,F,Phoenix,NY,2020-03-22,Unknown,Platinum
CUST01005,Patricia,Thompson,lisa.ramirez136@email.com,29,F,Austin,CA,2020-04-03,Unknown,Platinum
CUST01006,John,Harris,michael.williams236@email.com,24,M,San Diego,TX,2023-09-06,Unknown,Gold
CUST01007,Charles,Lee,susan.taylor228@email.com,62,M,Jacksonville,CA,2020-12-08,Unknown,Gold
CUST01008,Richard,Lewis,thomas.wilson499@email.com,30,M,Phoenix,PA,2022-03-07,Unknown,Bronze
CUST01009,Richard,Sanchez,william.robinson862@email.com,66,F,Phoenix,TX,2020-12-26,Unknown,Bronze
CUST01010,Sarah,Martin,daniel.lopez677@email.com,21,F,New York,FL,2022-12-25,Unknown,Gold
CUST01011,Margaret,White,james.martin291@email.com,67,F,Los Angeles,CA,2021-09-15,Unknown,Silver
CUST01012,John,Harris,daniel.anderson110@email.com,59,M,Phoenix,IL,2022-05-17,Unknown,Silver
CUST01013,Thomas,Gonzalez,james.martin648@email.com,20,F,San Antonio,AZ,2021-03-04,Unknown,Gold
CUST01014,Lisa,Thompson,sarah.clark684@email.com,29,M,Chicago,NC,2023-11-25,Unknown,Silver
CUST01015,Jane,Wilson,lisa.garcia47@email.com,18,M,Jacksonville,TX,2020-06-19,Unknown,Bronze
CUST01016,Nancy,Thompson,margaret.lopez560@email.com,44,Other,Charlotte,CA,2024-11-17,Unknown,Gold
CUST01017,Lisa,Jones,linda.clark213@email.com,60,F,New York,FL,2021-07-31,Unknown,Silver
CUST01018,Robert,Brown,elizabeth.martin508@email.com,67,F,Austin,CA,2020-03-08,Unknown,Gold
CUST01019,Karen,Wilson,sarah.hernandez205@email.com,30,F,Jacksonville,TX,2024-02-24,Unknown,Silver
CUST01020,Karen,Martinez,donald.rodriguez516@email.com,34,M,Los Angeles,TX,2022-11-23,Unknown,Bronze
CUST01021,Jane,Taylor,mary.rodriguez77@email.com,25,F,Chicago,CA,2020-01-01,Unknown,Bronze
CUST01022,Susan,Martinez,linda.sanchez614@email.com,49,F,Jacksonville,FL,2020-05-30,Unknown,Gold
CUST01023,Susan,Sanchez,jennifer.gonzalez551@email.com,37,M,Dallas,PA,2022-06-20,Unknown,Silver
CUST01024,Michael,Miller,nancy.sanchez275@email.com,68,F,San Diego,IL,2020-09-14,Unknown,Silver
CUST01025,Mark,Thomas,jessica.jackson881@email.com,34,F,Charlotte,TX,2022-01-19,Unknown,Silver
CUST01026,Barbara,Smith,richard.gonzalez442@email.com,51,M,Houston,NC,2021-09-19,Unknown,Silver
CUST01027,Mary,Taylor,nancy.lee578@email.com,52,M,San Diego,CA,2024-05-30,Unknown,Bronze
CUST01028,John,Lee,jennifer.robinson982@email.com,52,M,Fort Worth,CA,2022-03-05,Unknown,Bronze
CUST01029,Susan,Lewis,richard.sanchez713@email.com,55,F,Dallas,IL,2020-01-19,Unknown,Bronze
CUST01030,Mary,Rodriguez,john.wilson893@email.com,59,F,Chicago,FL,2020-02-04,Unknown,Bronze
CUST01031,David,Garcia,linda.martin143@email.com,41,F,Philadelphia,TX,2021-01-05,Unknown,Silver
CUST01032,Margaret,Jackson,john.taylor152@email.com,71,M,San Diego,CA,2021-05-05,Unknown,Bronze
CUST01033,Margaret,Gonzalez,margaret.robinson653@email.com,35,F,San Jose,TX,2022-03-27,Unknown,Bronze
CUST01034,Mark,Williams,margaret.clark303@email.com,67,F,San Antonio,AZ,2023-06-18,Unknown,Bronze
CUST01035,Anthony,Miller,linda.thomas450@email.com,63,M,Dallas,CA,2020-01-07,Unknown,Bronze
CUST01036,Thomas,Perez,thomas.hernandez264@email.com,65,F,San Antonio,TX,2021-07-02,Unknown,Platinum
CUST01037,Linda,Rodriguez,elizabeth.williams637@email.com,56,F,New York,TX,2021-01-05,Unknown,Bronze
CUST01038,Joseph,Perez,mary.martin16@email.com,50,M,Dallas,NC,2024-08-15,Unknown,Silver
CUST01039,Matthew,Jones,patricia.thomas59@email.com,66,M,Jacksonville,NC,2022-01-26,Unknown,Bronze
CUST01040,Joseph,Martinez,daniel.taylor63@email.com,40,F,Phoenix,NC,2023-06-27,Unknown,Gold
CUST01041,David,Thompson,margaret.hernandez561@email.com,42,F,Philadelphia,CA,2023-02-12,Unknown,Platinum
CUST01042,Daniel,Taylor,charles.perez289@email.com,54,F,Los Angeles,IL,2024-04-25,Unknown,Silver
CUST01043,Patricia,Lopez,margaret.clark332@email.com,44,F,Charlotte,PA,2023-09-22,Unknown,Gold
CUST01044,Jane,Thompson,joseph.moore255@email.com,18,M,Los Angeles,CA,2021-07-27,Unknown,Bronze
CUST01045,James,Thomas,nancy.robinson791@email.com,38,M,Fort Worth,CA,2021-11-11,Unknown,Bronze
CUST01046,Charles,Williams,patricia.robinson737@email.com,66,F,Houston,PA,2023-03-11,Unknown,Bronze
CUST01047,Robert,Robinson,richard.robinson463@email.com,27,M,Houston,FL,2024-02-17,Unknown,Bronze
CUST01048,Emily,Harris,robert.anderson746@email.com,48,F,Phoenix,AZ,2024-01-01,Unknown,Bronze
CUST01049,Nancy,Perez,patricia.garcia942@email.com,61,M,San Antonio,TX,2024-11-28,Unknown,Bronze
CUST01050,Jane,Rodriguez,jessica.harris246@email.com,42,M,Fort Worth,IL,2020-03-28,Unknown,Silver
CUST01051,Emily,Lewis,mary.hernandez157@email.com,37,M,Austin,OH,2021-04-07,Unknown,Gold
CUST01052,Barbara,Anderson,margaret.harris564@email.com,74,M,Jacksonville,NC,2022-12-07,Unknown,Bronze
CUST01053,Jane,Jones,susan.white313@email.com,19,F,Charlotte,TX,2021-04-25,Unknown,Bronze
CUST01054,Barbara,Thompson,charles.johnson662@email.com,72,M,New York,TX,2022-04-02,Unknown,Silver
CUST01055,Margaret,Gonzalez,elizabeth.smith840@email.com,65,F,San Jose,TX,2021-06-07,Unknown,Silver
CUST01056,Joseph,Wilson,anthony.wilson73@email.com,32,F,Houston,TX,2020-07-29,Unknown,Bronze
CUST01057,Mark,Martin,jane.harris343@email.com,45,F,Fort Worth,OH,2020-08-31,Unknown,Bronze
CUST01058,Charles,Anderson,david.thompson61@email.com,30,M,Dallas,PA,2020-08-26,Unknown,Silver
CUST01059,Jane,Thomas,anthony.davis272@email.com,67,F,San Diego,TX,2023-05-05,Unknown,Bronze
CUST01060,Elizabeth,Thompson,susan.thomas628@email.com,69,M,Chicago,FL,2022-02-07,Unknown,Gold
CUST01061,Anthony,Gonzalez,donald.anderson705@email.com,71,Other,Philadelphia,OH,2020-08-22,Unknown,Bronze
CUST01062,Emily,Taylor,susan.williams102@email.com,31,F,Austin,PA,2020-07-05,Unknown,Bronze
CUST01063,John,Thompson,susan.wilson292@email.com,67,M,Dallas,TX,2021-12-13,Unknown,Silver
CUST01064,Jessica,Davis,barbara.anderson361@email.com,19,F,San Diego,NC,2024-06-26,Unknown,Platinum
CUST01065,Joseph,Lee,barbara.williams10@email.com,51,M,San Antonio,CA,2023-08-06,Unknown,Silver
CUST01066,Nancy,Johnson,thomas.miller623@email.com,52,M,San Antonio,NC,2023-05-29,Unknown,Bronze
CUST01067,Margaret,Jones,john.clark569@email.com,54,F,New York,CA,2021-05-11,Unknown,Bronze
CUST01068,Matthew,Garcia,mark.hernandez625@email.com,42,M,Charlotte,TX,2024-02-28,Unknown,Silver
CUST01069,Jennifer,Lopez,david.miller83@email.com,65,F,Phoenix,NC,2023-08-18,Unknown,Bronze
CUST01070,Charles,Moore,anthony.white349@email.com,71,Other,San Antonio,OH,2020-07-05,Unknown,Silver
CUST01071,Thomas,Robinson,joseph.williams111@email.com,32,M,Columbus,TX,2024-01-13,Unknown,Silver
CUST01072,David,Perez,david.thompson76@email.com,29,M,Fort Worth,TX,2023-12-06,Unknown,Bronze
CUST01073,Donald,Perez,margaret.martin933@email.com,26,M,Los Angeles,CA,2024-06-22,Unknown,Bronze
CUST01074,Sarah,Smith,michael.rodriguez122@email.com,48,M,Charlotte,NC,2022-07-24,Unknown,Gold
CUST01075,Jennifer,Robinson,william.miller922@email.com,31,M,Philadelphia,AZ,2023-06-22,Unknown,Silver
CUST01076,Jessica,Taylor,jane.thompson279@email.com,46,F,Columbus,TX,2020-11-08,Unknown,Gold
CUST01077,Thomas,Robinson,mark.lee400@email.com,70,F,Los Angeles,PA,2022-03-29,Unknown,Bronze
CUST01078,Jennifer,Hernandez,william.gonzalez924@email.com,65,F,Chicago,CA,2024-02-28,Unknown,Silver
CUST01079,Thomas,Martinez,mark.jackson832@email.com,60,M,New York,PA,2020-01-22,Unknown,Bronze
CUST01080,Nancy,Jackson,elizabeth.taylor550@email.com,55,F,Chicago,IL,2020-03-08,Unknown,Bronze
CUST01081,Elizabeth,Wilson,sarah.smith402@email.com,59,F,Charlotte,FL,2021-01-26,Unknown,Silver
CUST01082,Jessica,Sanchez,charles.rodriguez653@email.com,25,M,San Antonio,NC,2023-09-01,Unknown,Gold
CUST01083,David,Martinez,lisa.thompson621@email.com,65,M,Phoenix,NC,2022-12-24,Unknown,Bronze
CUST01084,Jane,Anderson,joseph.hernandez300@email.com,20,M,Houston,OH,2021-12-29,Unknown,Gold
CUST01085,Emily,Ramirez,patricia.brown417@email.com,19,F,Charlotte,TX,2021-06-24,Unknown,Silver
CUST01086,Daniel,Jackson,jessica.brown755@email.com,33,F,Charlotte,TX,2024-09-24,Unknown,Bronze
CUST01087,Jane,Brown,william.martinez356@email.com,36,F,Fort Worth,TX,2021-07-21,Unknown,Gold
CUST01088,Richard,Johnson,elizabeth.robinson365@email.com,47,F,Jacksonville,OH,2022-06-18,Unknown,Silver
CUST01089,Margaret,Rodriguez,mary.hernandez652@email.com,58,F,San Diego,IL,2020-07-30,Unknown,Silver
CUST01090,James,Martinez,margaret.moore606@email.com,33,M,San Diego,TX,2024-11-08,Unknown,Silver
CUST01091,James,Ramirez,mary.thomas229@email.com,48,F,New York,TX,2020-07-18,Unknown,Silver
CUST01092,Linda,Hernandez,elizabeth.harris268@email.com,71,F,Dallas,TX,2022-09-13,Unknown,Gold
CUST01093,James,Wilson,daniel.harris11@email.com,45,M,Columbus,CA,2020-06-26,Unknown,Bronze
CUST01094,Charles,Miller,william.robinson306@email.com,21,F,Dallas,PA,2023-12-17,Unknown,Bronze
CUST01095,Joseph,Thompson,margaret.harris355@email.com,27,M,Los Angeles,TX,2022-07-19,Unknown,Gold
CUST01096,Anthony,Anderson,elizabeth.taylor14@email.com,68,M,Los Angeles,FL,2024-08-15,Unknown,Gold
CUST01097,Matthew,Perez,john.taylor281@email.com,62,F,San Diego,CA,2024-01-25,Unknown,Bronze
CUST01098,Matthew,Jackson,mark.davis837@email.com,35,F,Jacksonville,CA,2020-02-13,Unknown,Bronze
CUST01099,Linda,Perez,david.rodriguez483@email.com,64,M,Austin,CA,2023-12-25,Unknown,Silver
CUST01100,James,Anderson,charles.thompson521@email.com,49,F,Philadelphia,NY,2020-06-16,Unknown,Bronze
CUST01101,Susan,Robinson,susan.robinson434@email.com,47,F,Chicago,TX,2020-10-13,Unknown,Silver
CUST01102,Linda,Ramirez,linda.smith386@email.com,53,F,Jacksonville,NC,2021-12-09,Unknown,Bronze
CUST01103,Lisa,White,patricia.wilson257@email.com,26,M,Los Angeles,CA,2020-12-02,Unknown,Silver
CUST01104,Sarah,Davis,karen.sanchez345@email.com,53,M,Phoenix,IL,2021-08-08,Unknown,Bronze
CUST01105,Lisa,Hernandez,linda.anderson858@email.com,46,M,Charlotte,CA,2023-04-09,Unknown,Silver
CUST01106,Sarah,Lewis,joseph.lopez464@email.com,33,M,San Diego,TX,2020-07-01,Unknown,Silver
CUST01107,Jessica,Rodriguez,patricia.lewis152@email.com,45,M,Philadelphia,CA,2020-01-16,Unknown,Silver
CUST01108,Anthony,Anderson,joseph.thompson399@email.com,38,F,Jacksonville,TX,2024-02-28,Unknown,Bronze
CUST01109,Michael,Smith,charles.davis418@email.com,64,M,Chicago,CA,2024-05-22,Unknown,Bronze
CUST01110,Michael,Robinson,jane.clark74@email.com,73,M,Jacksonville,FL,2022-06-05,Unknown,Bronze
CUST01111,Mark,Smith,michael.thompson497@email.com,19,M,Jacksonville,TX,2022-04-16,Unknown,Silver
CUST01112,Donald,Jackson,lisa.ramirez535@email.com,63,M,Dallas,CA,2024-04-26,Unknown,Silver
CUST01113,Barbara,Williams,sarah.wilson447@email.com,52,M,San Diego,AZ,2020-04-19,Unknown,Bronze
CUST01114,Donald,Martinez,daniel.martinez93@email.com,71,M,San Jose,TX,2024-04-25,Unknown,Gold
CUST01115,Karen,Davis,john.brown384@email.com,45,F,Philadelphia,FL,2020-11-01,Unknown,Gold
CUST01116,Charles,Anderson,john.taylor346@email.com,72,M,New York,IL,2022-09-06,Unknown,Silver
CUST01117,Charles,Martinez,thomas.miller215@email.com,53,F,Los Angeles,FL,2020-01-06,Unknown,Bronze
CUST01118,Daniel,Smith,elizabeth.anderson781@email.com,48,F,Houston,TX,2022-04-22,Unknown,Gold
CUST01119,David,Lewis,nancy.johnson380@email.com,50,M,Los Angeles,NY,2024-09-12,Unknown,Gold
CUST01120,Barbara,Moore,charles.white749@email.com,40,M,Chicago,CA,2023-07-20,Unknown,Platinum
CUST01121,Nancy,Johnson,jessica.hernandez187@email.com,58,M,Columbus,TX,2020-12-26,Unknown,Bronze
CUST01122,Jennifer,Jackson,susan.anderson778@email.com,34,M,San Diego,FL,2023-04-23,Unknown,Platinum
CUST01123,Donald,Gonzalez,william.clark956@email.com,63,M,Dallas,TX,2021-10-17,Unknown,Bronze
CUST01124,Susan,Perez,william.martin640@email.com,66,F,Philadelphia,NC,2023-01-28,Unknown,Silver
CUST01125,Daniel,Smith,nancy.smith17@email.com,18,M,Houston,NY,2023-01-18,Unknown,Silver
CUST01126,Emily,Johnson,mary.martinez831@email.com,59,Other,Austin,NC,2022-09-10,Unknown,Silver
CUST01127,John,Lewis,david.robinson989@email.com,40,M,Los Angeles,FL,2023-06-23,Unknown,Silver
CUST01128,David,Thomas,barbara.anderson294@email.com,65,F,San Antonio,TX,2023-06-16,Unknown,Bronze
CUST01129,William,Anderson,robert.taylor582@email.com,44,F,San Jose,TX,2021-12-24,Unknown,Gold
CUST01130,Mary,Gonzalez,lisa.lopez53@email.com,42,M,Austin,CA,2023-01-09,Unknown,Silver
CUST01131,Karen,Thomas,patricia.lopez375@email.com,49,M,San Antonio,OH,2020-04-24,Unknown,Platinum
CUST01132,Patricia,Taylor,jennifer.perez276@email.com,36,F,San Jose,CA,2020-10-02,Unknown,Bronze
CUST01133,Jane,Lee,joseph.miller58@email.com,41,F,Dallas,TX,2020-03-20,Unknown,Silver
CUST01134,Thomas,Lewis,william.martinez522@email.com,74,M,Phoenix,NY,2024-05-10,Unknown,Silver
CUST01135,Patricia,Lewis,linda.lewis295@email.com,20,M,San Jose,TX,2020-06-27,Unknown,Silver
CUST01136,Karen,Miller,nancy.robinson549@email.com,29,M,Houston,TX,2023-08-25,Unknown,Gold
CUST01137,Richard,White,matthew.williams754@email.com,52,M,San Jose,CA,2021-07-14,Unknown,Bronze
CUST01138,Mark,Sanchez,james.anderson725@email.com,32,F,Philadelphia,TX,2021-05-23,Unknown,Bronze
CUST01139,William,Taylor,elizabeth.jones56@email.com,34,F,Jacksonville,TX,2020-09-16,Unknown,Gold
CUST01140,Karen,Miller,mary.brown751@email.com,67,M,Los Angeles,OH,2020-10-18,Unknown,Silver
CUST01141,Anthony,Gonzalez,william.miller874@email.com,49,M,Los Angeles,CA,2022-06-03,Unknown,Bronze
CUST01142,Joseph,Jones,donald.ramirez791@email.com,24,M,Jacksonville,TX,2020-10-17,Unknown,Silver
CUST01143,Anthony,Sanchez,richard.lewis168@email.com,36,F,Dallas,TX,2021-06-25,Unknown,Silver
CUST01144,Susan,Taylor,mary.perez920@email.com,24,F,San Antonio,NY,2022-02-02,Unknown,Silver
CUST01145,Joseph,Williams,charles.sanchez218@email.com,22,M,San Antonio,PA,2022-12-22,Unknown,Bronze
CUST01146,Jessica,Miller,margaret.smith528@email.com,57,M,Fort Worth,AZ,2021-08-16,Unknown,Silver
CUST01147,Margaret,Sanchez,susan.taylor569@email.com,38,F,Phoenix,TX,2023-11-29,Unknown,Silver
CUST01148,James,Taylor,margaret.moore875@email.com,65,M,San Antonio,PA,2022-08-05,Unknown,Gold
CUST01149,Linda,Miller,barbara.miller754@email.com,65,M,Dallas,CA,2021-04-24,Unknown,Gold
CUST01150,Donald,Lee,karen.davis838@email.com,68,M,San Jose,TX,2023-09-10,Unknown,Silver
CUST01151,Thomas,Smith,margaret.miller919@email.com,74,M,Phoenix,TX,2021-01-15,Unknown,Bronze
CUST01152,Karen,Taylor,susan.martinez747@email.com,64,M,Dallas,NY,2024-08-31,Unknown,Bronze
CUST01153,Sarah,Robinson,anthony.gonzalez777@email.com,24,F,New York,IL,2020-11-05,Unknown,Bronze
CUST01154,John,Taylor,robert.rodriguez269@email.com,54,F,Fort Worth,TX,2023-09-28,Unknown,Bronze
CUST01155,Lisa,Hernandez,karen.williams803@email.com,40,M,Charlotte,TX,2024-08-20,Unknown,Gold
CUST01156,Thomas,Harris,john.lee832@email.com,28,M,Jacksonville,TX,2024-02-07,Unknown,Gold
CUST01157,Michael,Clark,elizabeth.johnson480@email.com,27,F,Chicago,FL,2022-12-15,Unknown,Silver
CUST01158,Donald,Lewis,anthony.williams783@email.com,74,M,San Antonio,CA,2022-04-26,Unknown,Bronze
CUST01159,Elizabeth,Williams,jessica.garcia510@email.com,38,M,Houston,TX,2021-02-28,Unknown,Bronze
CUST01160,Joseph,Anderson,richard.lee353@email.com,72,M,Charlotte,TX,2023-03-11,Unknown,Gold
CUST01161,Joseph,Lewis,elizabeth.jackson225@email.com,58,F,Los Angeles,OH,2021-10-22,Unknown,Gold
CUST01162,Jessica,Lee,nancy.lee118@email.com,50,M,Jacksonville,CA,2023-10-31,Unknown,Bronze
CUST01163,Susan,Hernandez,jane.anderson590@email.com,37,M,Columbus,TX,2020-08-13,Unknown,Silver
CUST01164,Patricia,Sanchez,charles.hernandez382@email.com,50,M,Chicago,TX,2024-02-06,Unknown,Bronze
CUST01165,Karen,Ramirez,joseph.garcia244@email.com,57,M,San Antonio,CA,2020-01-25,Unknown,Bronze
CUST01166,Nancy,Thomas,william.jones468@email.com,52,Other,San Diego,NY,2024-09-09,Unknown,Bronze
CUST01167,Matthew,Harris,jane.garcia538@email.com,51,F,Austin,NY,2023-10-20,Unknown,Silver
CUST01168,Patricia,Perez,barbara.ramirez637@email.com,53,M,Dallas,TX,2020-04-04,Unknown,Bronze
CUST01169,Jessica,Ramirez,matthew.jackson73@email.com,44,M,Philadelphia,IL,2021-05-22,Unknown,Bronze
CUST01170,Jane,Rodriguez,mark.lee696@email.com,36,F,San Jose,TX,2021-07-18,Unknown,Bronze
CUST01171,Richard,White,mark.garcia590@email.com,60,M,Dallas,OH,2024-05-24,Unknown,Bronze
CUST01172,Karen,White,nancy.sanchez856@email.com,22,F,Houston,NC,2023-04-14,Unknown,Silver
CUST01173,Patricia,Smith,donald.gonzalez299@email.com,46,F,Jacksonville,CA,2021-10-05,Unknown,Bronze
CUST01174,Mark,Lewis,mary.jackson787@email.com,73,M,Phoenix,CA,2023-12-02,Unknown,Gold
CUST01175,Jessica,Harris,daniel.clark122@email.com,27,Other,New York,TX,2021-05-04,Unknown,Bronze
CUST01176,Charles,Perez,charles.white538@email.com,73,M,Columbus,OH,2021-04-03,Unknown,Bronze
CUST01177,Robert,Thomas,richard.ramirez238@email.com,72,M,Dallas,NC,2023-12-07,Unknown,Bronze
CUST01178,Michael,Rodriguez,jessica.moore492@email.com,57,F,Dallas,OH,2022-06-19,Unknown,Bronze
CUST01179,Joseph,Jackson,sarah.martinez925@email.com,30,F,Dallas,CA,2020-12-03,Unknown,Bronze
CUST01180,Matthew,Lopez,thomas.brown44@email.com,46,F,Chicago,AZ,2022-08-20,Unknown,Bronze
CUST01181,Patricia,Jackson,richard.lewis123@email.com,22,F,Fort Worth,AZ,2023-09-16,Unknown,Gold
CUST01182,James,Perez,donald.brown330@email.com,29,M,Charlotte,PA,2023-05-21,Unknown,Silver
CUST01183,Joseph,Rodriguez,anthony.williams111@email.com,30,M,San Jose,TX,2024-10-12,Unknown,Gold
CUST01184,Nancy,Miller,jane.harris89@email.com,39,M,San Jose,FL,2020-12-10,Unknown,Bronze
CUST01185,Richard,Wilson,thomas.garcia794@email.com,57,F,San Jose,NC,2021-07-29,Unknown,Silver
CUST01186,Barbara,Lewis,lisa.williams539@email.com,32,M,San Diego,NC,2024-04-19,Unknown,Bronze
CUST01187,Karen,Jackson,anthony.moore694@email.com,30,M,Chicago,AZ,2024-03-27,Unknown,Gold
CUST01188,Emily,Jackson,john.lewis240@email.com,18,F,Fort Worth,AZ,2022-07-31,Unknown,Platinum
CUST01189,Michael,Johnson,robert.williams503@email.com,71,M,Philadelphia,NC,2020-12-11,Unknown,Gold
CUST01190,Charles,Rodriguez,sarah.rodriguez677@email.com,55,M,Phoenix,OH,2023-06-25,Unknown,Bronze
CUST01191,Joseph,Gonzalez,charles.anderson520@email.com,60,M,San Diego,TX,2024-07-05,Unknown,Bronze
CUST01192,Anthony,Anderson,emily.moore339@email.com,62,M,Chicago,PA,2020-11-20,Unknown,Bronze
CUST01193,Matthew,Williams,jessica.anderson986@email.com,70,M,Columbus,TX,2021-04-11,Unknown,Bronze
CUST01194,David,Hernandez,robert.martinez614@email.com,69,M,New York,TX,2020-03-31,Unknown,Bronze
CUST01195,Nancy,Lee,patricia.taylor169@email.com,18,M,Jacksonville,OH,2020-10-20,Unknown,Bronze
CUST01196,Jennifer,Wilson,charles.robinson261@email.com,28,M,Dallas,CA,2024-04-13,Unknown,Bronze
CUST01197,Robert,Robinson,matthew.miller211@email.com,60,M,San Jose,TX,2021-06-07,Unknown,Silver
CUST01198,Anthony,Harris,elizabeth.sanchez743@email.com,57,M,Dallas,CA,2024-08-09,Unknown,Silver
CUST01199,Thomas,Davis,jessica.johnson23@email.com,39,M,Chicago,TX,2024-07-30,Unknown,Gold
CUST01200,Robert,Moore,linda.gonzalez296@email.com,52,M,Los Angeles,NY,2022-04-29,Unknown,Bronze
CUST01201,Susan,Jackson,emily.garcia681@email.com,68,M,Houston,NY,2024-08-19,Unknown,Bronze
CUST01202,Karen,Thomas,sarah.clark203@email.com,61,F,Columbus,TX,2020-09-15,Unknown,Silver
CUST01203,Margaret,Johnson,david.harris785@email.com,23,F,San Diego,CA,2023-01-15,Unknown,Silver
CUST01204,Mary,Davis,elizabeth.miller987@email.com,45,M,Philadelphia,PA,2023-03-27,Unknown,Bronze
CUST01205,Anthony,Perez,joseph.harris591@email.com,48,M,San Jose,FL,2024-02-26,Unknown,Gold
CUST01206,Thomas,Garcia,patricia.gonzalez907@email.com,72,F,Charlotte,FL,2020-07-04,Unknown,Bronze
CUST01207,Richard,Lopez,nancy.gonzalez602@email.com,25,F,Charlotte,TX,2020-12-09,Unknown,Bronze
CUST01208,Elizabeth,Anderson,susan.ramirez792@email.com,22,F,New York,CA,2022-03-31,Unknown,Silver
CUST01209,Anthony,Harris,donald.rodriguez746@email.com,59,M,Charlotte,TX,2022-01-10,Unknown,Bronze
CUST01210,Sarah,Davis,sarah.taylor46@email.com,71,F,San Diego,NC,2024-03-19,Unknown,Silver
CUST01211,Jennifer,Brown,jessica.moore555@email.com,65,F,Phoenix,OH,2021-07-22,Unknown,Bronze
CUST01212,Michael,Anderson,linda.smith861@email.com,61,M,Fort Worth,CA,2022-08-07,Unknown,Bronze
CUST01213,William,Ramirez,robert.ramirez10@email.com,34,M,Philadelphia,CA,2021-05-23,Unknown,Platinum
CUST01214,Richard,Martin,william.clark543@email.com,55,M,Phoenix,TX,2024-04-12,Unknown,Bronze
CUST01215,Barbara,Harris,nancy.ramirez761@email.com,26,M,San Jose,TX,2020-01-16,Unknown,Silver
CUST01216,Joseph,Taylor,michael.perez951@email.com,27,M,Phoenix,FL,2021-06-08,Unknown,Bronze
CUST01217,Sarah,Gonzalez,patricia.sanchez217@email.com,37,F,Chicago,CA,2020-07-18,Unknown,Silver
CUST01218,Joseph,Moore,joseph.johnson536@email.com,31,M,Columbus,NY,2023-04-22,Unknown,Bronze
CUST01219,Susan,Johnson,patricia.thomas711@email.com,31,M,Houston,TX,2020-11-04,Unknown,Gold
CUST01220,Jane,Gonzalez,sarah.moore792@email.com,43,F,Phoenix,CA,2024-03-11,Unknown,Gold
CUST01221,Joseph,Gonzalez,mark.jones998@email.com,46,M,Austin,IL,2023-07-28,Unknown,Bronze
CUST01222,Lisa,Perez,margaret.clark167@email.com,66,M,Austin,OH,2023-03-27,Unknown,Bronze
CUST01223,Lisa,Anderson,joseph.sanchez65@email.com,44,M,Los Angeles,PA,2023-10-15,Unknown,Platinum
CUST01224,Thomas,Martin,jessica.brown157@email.com,42,M,Philadelphia,AZ,2020-09-15,Unknown,Gold
CUST01225,Mary,Lewis,anthony.smith747@email.com,33,M,Los Angeles,AZ,2023-03-26,Unknown,Silver
CUST01226,Charles,Clark,barbara.wilson982@email.com,53,F,Houston,FL,2021-02-28,Unknown,Silver
CUST01227,Jennifer,Martinez,james.martinez187@email.com,51,M,Jacksonville,CA,2024-06-17,Unknown,Gold
CUST01228,William,Lewis,margaret.taylor676@email.com,33,F,New York,OH,2022-02-17,Unknown,Bronze
CUST01229,David,Williams,jessica.anderson730@email.com,50,M,Houston,TX,2022-11-10,Unknown,Silver
CUST01230,Emily,Jackson,linda.lee141@email.com,20,F,Columbus,TX,2021-09-30,Unknown,Silver
CUST01231,Elizabeth,Williams,william.hernandez459@email.com,40,F,San Antonio,TX,2023-10-02,Unknown,Gold
CUST01232,Karen,Perez,emily.smith630@email.com,28,F,Charlotte,CA,2022-07-08,Unknown,Bronze
